Touch Area (mm²),Pressure (force),Age Group
73,0.35,Child
108,0.52,Child
239,1.18,Teen
454,2.27,Adult
506,2.48,Adult
451,2.3,Adult
252,1.13,Teen
473,2.42,Adult
120,0.58,Child
271,1.23,Teen
241,1.22,Teen
466,2.44,Adult
294,1.46,Teen
253,1.23,Teen
97,0.41,Child
139,0.62,Child
617,3.06,Adult
568,2.75,Adult
586,2.94,Adult
527,2.58,Adult
635,3.08,Adult
88,0.41,Child
99,0.51,Child
613,3.0,Adult
100,0.55,Child
605,3.14,Adult
76,0.35,Child
290,1.52,Teen
573,2.82,Adult
124,0.62,Child
126,0.6,Child
457,2.21,Adult
455,2.21,Adult
250,1.19,Teen
71,0.35,Child
125,0.66,Child
101,0.56,Child
583,2.79,Adult
325,1.69,Teen
130,0.58,Child
135,0.64,Child
112,0.59,Child
318,1.73,Teen
648,3.3,Adult
313,1.47,Teen
111,0.48,Child
134,0.6,Child
543,2.62,Adult
273,1.28,Teen
554,2.87,Adult
555,2.81,Adult
130,0.67,Child
119,0.57,Child
128,0.65,Child
465,2.4,Adult
300,1.46,Teen
484,2.4,Adult
264,1.38,Teen
260,1.41,Teen
621,3.13,Adult
264,1.34,Teen
561,2.73,Adult
305,1.49,Teen
86,0.44,Child
129,0.59,Child
635,3.3,Adult
644,3.12,Adult
101,0.44,Child
496,2.52,Adult
121,0.54,Child
280,1.4,Teen
477,2.4,Adult
133,0.67,Child
574,2.91,Adult
118,0.58,Child
139,0.65,Child
455,2.29,Adult
633,3.19,Adult
558,2.66,Adult
128,0.7,Child
589,2.9,Adult
287,1.51,Teen
104,0.53,Child
319,1.66,Teen
538,2.6,Adult
132,0.73,Child
75,0.35,Child
323,1.5,Teen
476,2.37,Adult
94,0.48,Child
540,2.63,Adult
484,2.33,Adult
102,0.54,Child
116,0.66,Child
280,1.29,Teen
524,2.71,Adult
134,0.58,Child
513,2.44,Adult
89,0.38,Child
259,1.41,Teen
583,3.0,Adult
121,0.53,Child
586,2.97,Adult
295,1.54,Teen
489,2.36,Adult
270,1.34,Teen
119,0.65,Child
270,1.29,Teen
107,0.55,Child
230,1.19,Teen
140,0.74,Child
324,1.68,Teen
308,1.64,Teen
322,1.46,Teen
259,1.22,Teen
85,0.44,Child
515,2.68,Adult
252,1.19,Teen
248,1.29,Teen
537,2.58,Adult
501,2.63,Adult
555,2.91,Adult
472,2.33,Adult
308,1.47,Teen
249,1.2,Teen
140,0.62,Child
522,2.6,Adult
107,0.58,Child
624,3.25,Adult
112,0.6,Child
596,2.98,Adult
101,0.56,Child
95,0.41,Child
80,0.41,Child
75,0.4,Child
70,0.38,Child
99,0.43,Child
270,1.39,Teen
137,0.6,Child
119,0.51,Child
286,1.45,Teen
230,1.11,Teen
241,1.2,Teen
311,1.41,Teen
103,0.45,Child
527,2.53,Adult
315,1.58,Teen
599,3.08,Adult
631,3.01,Adult
104,0.47,Child
101,0.58,Child
235,1.1,Teen
281,1.41,Teen
473,2.26,Adult
93,0.46,Child
115,0.52,Child
273,1.44,Teen
267,1.35,Teen
233,1.16,Teen
594,3.07,Adult
230,1.15,Teen
484,2.32,Adult
232,1.1,Teen
96,0.51,Child
289,1.43,Teen
129,0.64,Child
478,2.3,Adult
608,3.07,Adult
532,2.7,Adult
88,0.5,Child
113,0.5,Child
313,1.54,Teen
281,1.32,Teen
298,1.59,Teen
508,2.63,Adult
312,1.47,Teen
579,2.89,Adult
90,0.41,Child
577,3.01,Adult
114,0.56,Child
606,3.18,Adult
644,3.1,Adult
617,3.06,Adult
286,1.56,Teen
321,1.63,Teen
109,0.55,Child
461,2.24,Adult
466,2.25,Adult
307,1.41,Teen
120,0.59,Child
650,3.27,Adult
308,1.56,Teen
290,1.5,Teen
326,1.75,Teen
298,1.34,Teen
105,0.45,Child
95,0.5,Child
547,2.74,Adult
99,0.54,Child
239,1.23,Teen
110,0.51,Child
93,0.45,Child
628,3.02,Adult
540,2.72,Adult
236,1.21,Teen
307,1.45,Teen
125,0.59,Child
455,2.37,Adult
500,2.48,Adult
631,3.3,Adult
238,1.12,Teen
315,1.67,Teen
457,2.2,Adult
515,2.68,Adult
555,2.87,Adult
124,0.54,Child
450,2.3,Adult
505,2.57,Adult
585,2.82,Adult
83,0.38,Child
519,2.51,Adult
127,0.71,Child
107,0.54,Child
99,0.49,Child
565,2.93,Adult
572,2.82,Adult
240,1.17,Teen
256,1.33,Teen
71,0.41,Child
72,0.35,Child
80,0.35,Child
232,1.1,Teen
522,2.5,Adult
91,0.51,Child
272,1.42,Teen
639,3.28,Adult
89,0.48,Child
541,2.76,Adult
136,0.69,Child
272,1.46,Teen
581,2.98,Adult
128,0.63,Child
551,2.88,Adult
109,0.57,Child
473,2.28,Adult
596,3.07,Adult
294,1.36,Teen
100,0.54,Child
609,3.08,Adult
319,1.54,Teen
127,0.72,Child
456,2.2,Adult
302,1.49,Teen
328,1.54,Teen
486,2.42,Adult
283,1.29,Teen
116,0.53,Child
81,0.35,Child
131,0.71,Child
130,0.72,Child
538,2.61,Adult
283,1.55,Teen
133,0.69,Child
80,0.44,Child
107,0.58,Child
83,0.42,Child
505,2.43,Adult
592,2.82,Adult
293,1.38,Teen
512,2.59,Adult
490,2.57,Adult
628,3.09,Adult
127,0.62,Child
456,2.36,Adult
321,1.62,Teen
503,2.46,Adult
244,1.18,Teen
256,1.3,Teen
82,0.35,Child
254,1.29,Teen
288,1.54,Teen
233,1.1,Teen
604,2.89,Adult
461,2.39,Adult
105,0.47,Child
119,0.57,Child
327,1.64,Teen
272,1.4,Teen
241,1.1,Teen
271,1.28,Teen
93,0.47,Child
465,2.3,Adult
95,0.49,Child
91,0.51,Child
536,2.58,Adult
320,1.45,Teen
233,1.1,Teen
248,1.23,Teen
75,0.37,Child
253,1.19,Teen
302,1.41,Teen
135,0.62,Child
288,1.38,Teen
102,0.44,Child
294,1.39,Teen
323,1.61,Teen
291,1.46,Teen
91,0.52,Child
115,0.59,Child
314,1.72,Teen
96,0.54,Child
245,1.32,Teen
85,0.42,Child
626,2.98,Adult
94,0.5,Child
561,2.9,Adult
515,2.67,Adult
498,2.52,Adult
330,1.75,Teen
138,0.75,Child
120,0.53,Child
595,3.08,Adult
74,0.4,Child
240,1.12,Teen
492,2.47,Adult
78,0.45,Child
266,1.22,Teen
272,1.28,Teen
470,2.42,Adult
275,1.33,Teen
590,3.05,Adult
470,2.44,Adult
260,1.2,Teen
548,2.81,Adult
106,0.61,Child
73,0.39,Child
457,2.2,Adult
618,3.16,Adult
537,2.82,Adult
611,2.94,Adult
318,1.67,Teen
274,1.29,Teen
251,1.37,Teen
286,1.55,Teen
80,0.35,Child
474,2.33,Adult
270,1.41,Teen
473,2.42,Adult
116,0.55,Child
467,2.23,Adult
113,0.61,Child
302,1.63,Teen
321,1.69,Teen
306,1.43,Teen
230,1.1,Teen
557,2.86,Adult
126,0.71,Child
562,2.9,Adult
248,1.12,Teen
81,0.43,Child
272,1.34,Teen
131,0.68,Child
72,0.41,Child
328,1.6,Teen
520,2.63,Adult
473,2.26,Adult
256,1.26,Teen
455,2.2,Adult
321,1.52,Teen
299,1.5,Teen
250,1.24,Teen
589,2.87,Adult
581,2.97,Adult
291,1.38,Teen
112,0.52,Child
323,1.46,Teen
243,1.13,Teen
474,2.36,Adult
230,1.1,Teen
280,1.52,Teen
645,3.15,Adult
234,1.1,Teen
237,1.26,Teen
247,1.21,Teen
300,1.62,Teen
465,2.27,Adult
125,0.56,Child
115,0.61,Child
106,0.47,Child
486,2.35,Adult
477,2.49,Adult
632,3.11,Adult
140,0.75,Child
131,0.59,Child
538,2.63,Adult
126,0.68,Child
516,2.58,Adult
300,1.41,Teen
582,2.97,Adult
119,0.51,Child
70,0.35,Child
627,3.06,Adult
279,1.39,Teen
517,2.61,Adult
93,0.52,Child
120,0.51,Child
305,1.47,Teen
466,2.37,Adult
613,2.96,Adult
489,2.49,Adult
298,1.55,Teen
628,3.0,Adult
79,0.39,Child
491,2.46,Adult
135,0.72,Child
455,2.25,Adult
87,0.44,Child
257,1.36,Teen
93,0.48,Child
262,1.23,Teen
89,0.44,Child
603,2.95,Adult
273,1.23,Teen
109,0.61,Child
266,1.37,Teen
616,3.11,Adult
84,0.4,Child
90,0.48,Child
138,0.63,Child
325,1.61,Teen
291,1.47,Teen
608,3.03,Adult
88,0.41,Child
493,2.48,Adult
268,1.29,Teen
454,2.22,Adult
129,0.6,Child
235,1.2,Teen
253,1.39,Teen
558,2.84,Adult
258,1.35,Teen
97,0.46,Child
303,1.44,Teen
284,1.43,Teen
90,0.47,Child
111,0.61,Child
548,2.83,Adult
650,3.18,Adult
81,0.44,Child
108,0.51,Child
620,3.14,Adult
134,0.74,Child
495,2.39,Adult
281,1.5,Teen
127,0.59,Child
310,1.41,Teen
486,2.41,Adult
255,1.18,Teen
234,1.16,Teen
76,0.39,Child
101,0.47,Child
132,0.59,Child
543,2.71,Adult
258,1.22,Teen
94,0.46,Child
508,2.53,Adult
74,0.39,Child
302,1.64,Teen
120,0.68,Child
626,2.99,Adult
313,1.5,Teen
299,1.44,Teen
585,3.0,Adult
602,2.91,Adult
472,2.43,Adult
646,3.2,Adult
108,0.55,Child
251,1.3,Teen
138,0.6,Child
257,1.36,Teen
572,2.99,Adult
300,1.4,Teen
247,1.19,Teen
302,1.43,Teen
80,0.42,Child
311,1.43,Teen
582,2.94,Adult
98,0.42,Child
526,2.66,Adult
579,2.76,Adult
89,0.45,Child
306,1.38,Teen
107,0.5,Child
268,1.3,Teen
119,0.57,Child
89,0.42,Child
641,3.06,Adult
330,1.58,Teen
256,1.18,Teen
111,0.58,Child
139,0.73,Child
282,1.27,Teen
268,1.31,Teen
237,1.19,Teen
259,1.18,Teen
542,2.83,Adult
123,0.64,Child
315,1.67,Teen
82,0.36,Child
77,0.41,Child
313,1.55,Teen
237,1.19,Teen
130,0.55,Child
505,2.57,Adult
262,1.38,Teen
491,2.51,Adult
72,0.4,Child
230,1.19,Teen
99,0.47,Child
614,3.08,Adult
480,2.43,Adult
305,1.46,Teen
474,2.29,Adult
108,0.51,Child
605,2.91,Adult
487,2.5,Adult
138,0.64,Child
533,2.59,Adult
122,0.53,Child
82,0.47,Child
292,1.48,Teen
557,2.82,Adult
266,1.4,Teen
324,1.61,Teen
274,1.24,Teen
85,0.45,Child
615,3.09,Adult
320,1.49,Teen
296,1.44,Teen
267,1.34,Teen
122,0.57,Child
79,0.35,Child
309,1.69,Teen
569,2.92,Adult
553,2.9,Adult
80,0.36,Child
233,1.1,Teen
530,2.63,Adult
307,1.52,Teen
578,2.94,Adult
93,0.48,Child
126,0.54,Child
125,0.55,Child
126,0.54,Child
531,2.64,Adult
251,1.3,Teen
495,2.54,Adult
304,1.43,Teen
329,1.75,Teen
477,2.41,Adult
139,0.67,Child
279,1.43,Teen
261,1.4,Teen
257,1.22,Teen
608,3.09,Adult
124,0.56,Child
324,1.58,Teen
589,3.05,Adult
591,3.05,Adult
87,0.42,Child
92,0.39,Child
513,2.53,Adult
636,3.16,Adult
287,1.49,Teen
284,1.36,Teen
463,2.25,Adult
465,2.29,Adult
127,0.6,Child
93,0.5,Child
128,0.65,Child
506,2.45,Adult
300,1.62,Teen
255,1.38,Teen
644,3.18,Adult
324,1.6,Teen
256,1.35,Teen
522,2.72,Adult
299,1.63,Teen
298,1.36,Teen
117,0.59,Child
86,0.44,Child
114,0.63,Child
286,1.38,Teen
317,1.45,Teen
301,1.5,Teen
327,1.73,Teen
516,2.65,Adult
525,2.58,Adult
130,0.73,Child
80,0.36,Child
131,0.61,Child
108,0.6,Child
285,1.48,Teen
101,0.5,Child
73,0.37,Child
617,3.08,Adult
120,0.61,Child
293,1.61,Teen
122,0.58,Child
126,0.65,Child
621,2.99,Adult
259,1.22,Teen
129,0.59,Child
579,2.87,Adult
281,1.52,Teen
538,2.82,Adult
274,1.38,Teen
564,2.74,Adult
98,0.53,Child
87,0.49,Child
259,1.41,Teen
99,0.54,Child
263,1.26,Teen
584,2.82,Adult
108,0.6,Child
323,1.63,Teen
76,0.39,Child
580,2.95,Adult
265,1.4,Teen
119,0.57,Child
624,3.17,Adult
242,1.24,Teen
107,0.51,Child
115,0.65,Child
591,3.08,Adult
91,0.43,Child
88,0.49,Child
621,3.05,Adult
74,0.37,Child
546,2.83,Adult
231,1.1,Teen
111,0.58,Child
562,2.89,Adult
283,1.53,Teen
628,3.2,Adult
263,1.32,Teen
95,0.5,Child
93,0.49,Child
122,0.55,Child
321,1.53,Teen
82,0.46,Child
312,1.45,Teen
79,0.41,Child
105,0.49,Child
239,1.28,Teen
80,0.35,Child
74,0.35,Child
100,0.49,Child
265,1.45,Teen
236,1.1,Teen
309,1.61,Teen
513,2.65,Adult
314,1.65,Teen
86,0.43,Child
87,0.42,Child
92,0.48,Child
582,2.91,Adult
104,0.46,Child
261,1.38,Teen
551,2.78,Adult
260,1.39,Teen
124,0.68,Child
473,2.38,Adult
262,1.27,Teen
103,0.5,Child
105,0.57,Child
284,1.38,Teen
88,0.43,Child
236,1.1,Teen
265,1.2,Teen
642,3.16,Adult
238,1.16,Teen
105,0.57,Child
486,2.46,Adult
311,1.45,Teen
72,0.38,Child
301,1.46,Teen
626,3.19,Adult
625,3.24,Adult
258,1.37,Teen
125,0.71,Child
135,0.67,Child
571,2.8,Adult
563,2.8,Adult
127,0.69,Child
107,0.46,Child
87,0.49,Child
91,0.43,Child
92,0.41,Child
244,1.3,Teen
77,0.35,Child
138,0.62,Child
297,1.51,Teen
74,0.35,Child
477,2.43,Adult
123,0.6,Child
233,1.25,Teen
259,1.17,Teen
86,0.39,Child
548,2.77,Adult
106,0.49,Child
132,0.63,Child
121,0.62,Child
263,1.31,Teen
243,1.18,Teen
302,1.53,Teen
139,0.6,Child
109,0.49,Child
616,3.18,Adult
268,1.21,Teen
305,1.39,Teen
281,1.49,Teen
70,0.35,Child
283,1.37,Teen
87,0.42,Child
118,0.61,Child
254,1.33,Teen
276,1.4,Teen
494,2.52,Adult
76,0.35,Child
313,1.64,Teen
271,1.27,Teen
82,0.35,Child
123,0.65,Child
112,0.56,Child
326,1.59,Teen
103,0.53,Child
111,0.54,Child
256,1.32,Teen
242,1.14,Teen
613,3.1,Adult
107,0.54,Child
82,0.39,Child
583,3.01,Adult
135,0.62,Child
609,3.15,Adult
618,3.09,Adult
239,1.27,Teen
104,0.55,Child
133,0.67,Child
289,1.37,Teen
639,3.09,Adult
649,3.3,Adult
520,2.72,Adult
87,0.43,Child
245,1.11,Teen
94,0.51,Child
634,3.13,Adult
490,2.36,Adult
76,0.43,Child
594,2.87,Adult
566,2.79,Adult
76,0.4,Child
253,1.26,Teen
582,2.85,Adult
104,0.51,Child
622,3.14,Adult
132,0.56,Child
82,0.45,Child
537,2.73,Adult
640,3.07,Adult
79,0.36,Child
78,0.39,Child
535,2.57,Adult
645,3.26,Adult
505,2.65,Adult
119,0.65,Child
636,3.3,Adult
277,1.49,Teen
544,2.69,Adult
109,0.47,Child
642,3.08,Adult
290,1.57,Teen
301,1.49,Teen
126,0.6,Child
563,2.76,Adult
86,0.47,Child
268,1.3,Teen
327,1.57,Teen
230,1.1,Teen
618,2.98,Adult
608,3.0,Adult
283,1.49,Teen
608,3.01,Adult
274,1.27,Teen
84,0.39,Child
324,1.73,Teen
118,0.56,Child
237,1.17,Teen
320,1.46,Teen
137,0.65,Child
270,1.44,Teen
451,2.2,Adult
543,2.69,Adult
259,1.24,Teen
120,0.68,Child
91,0.44,Child
573,2.97,Adult
292,1.6,Teen
591,2.89,Adult
308,1.56,Teen
315,1.64,Teen
89,0.5,Child
634,3.24,Adult
292,1.41,Teen
614,3.08,Adult
462,2.26,Adult
645,3.3,Adult
328,1.57,Teen
303,1.57,Teen
309,1.52,Teen
234,1.14,Teen
519,2.52,Adult
290,1.31,Teen
237,1.27,Teen
110,0.52,Child
241,1.16,Teen
96,0.48,Child
640,3.17,Adult
559,2.71,Adult
322,1.5,Teen
300,1.41,Teen
115,0.49,Child
247,1.28,Teen
542,2.84,Adult
140,0.75,Child
625,3.16,Adult
307,1.52,Teen
71,0.35,Child
234,1.23,Teen
323,1.54,Teen
123,0.65,Child
85,0.44,Child
637,3.03,Adult
497,2.6,Adult
255,1.37,Teen
295,1.61,Teen
99,0.48,Child
86,0.47,Child
86,0.37,Child
328,1.6,Teen
304,1.63,Teen
646,3.3,Adult
103,0.44,Child
79,0.38,Child
126,0.67,Child
116,0.58,Child
599,3.04,Adult
136,0.7,Child
533,2.66,Adult
99,0.51,Child
233,1.1,Teen
313,1.58,Teen
295,1.35,Teen
135,0.7,Child
539,2.79,Adult
244,1.1,Teen
115,0.61,Child
262,1.38,Teen
84,0.48,Child
91,0.45,Child
280,1.37,Teen
281,1.37,Teen
567,2.84,Adult
71,0.37,Child
109,0.61,Child
525,2.57,Adult
273,1.39,Teen
646,3.3,Adult
511,2.54,Adult
121,0.57,Child
589,2.89,Adult
308,1.68,Teen
549,2.8,Adult
78,0.42,Child
557,2.68,Adult
630,3.22,Adult
76,0.43,Child
103,0.44,Child
530,2.74,Adult
84,0.47,Child
249,1.14,Teen
512,2.66,Adult
119,0.6,Child
127,0.55,Child
322,1.64,Teen
507,2.52,Adult
573,2.8,Adult
284,1.56,Teen
649,3.17,Adult
493,2.36,Adult
495,2.54,Adult
96,0.52,Child
483,2.43,Adult
102,0.55,Child
133,0.63,Child
92,0.43,Child
140,0.75,Child
88,0.5,Child
248,1.24,Teen
616,2.98,Adult
495,2.57,Adult
467,2.23,Adult
590,2.95,Adult
80,0.35,Child
89,0.5,Child
608,3.16,Adult
309,1.47,Teen
139,0.71,Child
512,2.54,Adult
318,1.64,Teen
134,0.75,Child
124,0.55,Child
102,0.58,Child
125,0.71,Child
121,0.57,Child
102,0.51,Child
630,3.0,Adult
292,1.53,Teen
479,2.48,Adult
551,2.84,Adult
137,0.66,Child
266,1.29,Teen
244,1.33,Teen
92,0.51,Child
294,1.59,Teen
629,3.26,Adult
314,1.7,Teen
105,0.52,Child
549,2.69,Adult
70,0.37,Child
290,1.45,Teen
565,2.73,Adult
474,2.47,Adult
639,3.29,Adult
644,3.1,Adult
259,1.2,Teen
293,1.59,Teen
493,2.4,Adult
255,1.15,Teen
322,1.75,Teen
234,1.25,Teen
279,1.35,Teen
481,2.49,Adult
109,0.61,Child
272,1.26,Teen
73,0.39,Child
72,0.39,Child
256,1.18,Teen
93,0.52,Child
258,1.2,Teen
644,3.3,Adult
72,0.35,Child
329,1.69,Teen
537,2.76,Adult
462,2.32,Adult
135,0.74,Child
96,0.48,Child
75,0.35,Child
71,0.35,Child
525,2.62,Adult
641,3.3,Adult
98,0.44,Child
234,1.13,Teen
556,2.78,Adult
600,2.86,Adult
565,2.94,Adult
552,2.8,Adult
518,2.66,Adult
588,2.87,Adult
613,3.2,Adult
244,1.29,Teen
266,1.39,Teen
265,1.26,Teen
289,1.34,Teen
233,1.1,Teen
85,0.48,Child
489,2.48,Adult
307,1.6,Teen
566,2.94,Adult
266,1.31,Teen
579,2.93,Adult
524,2.75,Adult
300,1.56,Teen
136,0.64,Child
323,1.53,Teen
478,2.41,Adult
269,1.37,Teen
564,2.93,Adult
636,3.07,Adult
550,2.67,Adult
538,2.65,Adult
249,1.16,Teen
576,2.74,Adult
231,1.2,Teen
275,1.48,Teen
283,1.52,Teen
325,1.48,Teen
319,1.63,Teen
605,3.07,Adult
513,2.51,Adult
313,1.5,Teen
320,1.66,Teen
258,1.17,Teen
482,2.48,Adult
91,0.4,Child
469,2.4,Adult
120,0.65,Child
82,0.39,Child
297,1.5,Teen
75,0.35,Child
84,0.4,Child
639,3.06,Adult
123,0.55,Child
327,1.6,Teen
250,1.13,Teen
319,1.69,Teen
318,1.61,Teen
251,1.2,Teen
234,1.24,Teen
293,1.42,Teen
126,0.6,Child
560,2.89,Adult
270,1.35,Teen
621,3.22,Adult
120,0.6,Child
107,0.47,Child
272,1.3,Teen
124,0.67,Child
126,0.69,Child
587,3.06,Adult
598,2.87,Adult
555,2.74,Adult
600,2.86,Adult
284,1.32,Teen
257,1.16,Teen
101,0.5,Child
553,2.82,Adult
548,2.75,Adult
622,3.08,Adult
99,0.48,Child
275,1.48,Teen
301,1.54,Teen
75,0.4,Child
121,0.52,Child
285,1.48,Teen
287,1.58,Teen
525,2.58,Adult
487,2.41,Adult
314,1.47,Teen
133,0.75,Child
522,2.63,Adult
107,0.53,Child
471,2.44,Adult
233,1.27,Teen
329,1.65,Teen
70,0.39,Child
95,0.53,Child
235,1.1,Teen
131,0.75,Child
138,0.67,Child
520,2.6,Adult
644,3.3,Adult
304,1.4,Teen
269,1.31,Teen
550,2.71,Adult
546,2.62,Adult
464,2.24,Adult
649,3.14,Adult
246,1.13,Teen
101,0.47,Child
264,1.41,Teen
543,2.74,Adult
477,2.44,Adult
83,0.48,Child
274,1.45,Teen
266,1.26,Teen
94,0.4,Child
483,2.3,Adult
129,0.71,Child
562,2.9,Adult
480,2.32,Adult
549,2.84,Adult
107,0.47,Child
460,2.29,Adult
111,0.54,Child
261,1.22,Teen
305,1.39,Teen
319,1.47,Teen
648,3.11,Adult
308,1.45,Teen
99,0.44,Child
535,2.6,Adult
609,2.9,Adult
74,0.39,Child
602,3.15,Adult
79,0.45,Child
102,0.5,Child
546,2.61,Adult
583,2.79,Adult
100,0.51,Child
240,1.13,Teen
542,2.72,Adult
103,0.55,Child
100,0.47,Child
612,3.08,Adult
270,1.35,Teen
570,2.72,Adult
602,2.94,Adult
575,2.74,Adult
494,2.41,Adult
120,0.53,Child
89,0.47,Child
92,0.51,Child
299,1.57,Teen
599,2.89,Adult
459,2.21,Adult
602,2.88,Adult
305,1.66,Teen
495,2.49,Adult
80,0.35,Child
509,2.61,Adult
589,2.86,Adult
258,1.17,Teen
115,0.62,Child
543,2.73,Adult
140,0.68,Child
272,1.29,Teen
281,1.54,Teen
249,1.29,Teen
566,2.72,Adult
122,0.59,Child
618,2.94,Adult
264,1.29,Teen
480,2.33,Adult
590,3.0,Adult
294,1.44,Teen
91,0.51,Child
103,0.52,Child
633,3.27,Adult
470,2.39,Adult
245,1.2,Teen
553,2.66,Adult
310,1.45,Teen
98,0.48,Child
282,1.52,Teen
300,1.44,Teen
279,1.46,Teen
253,1.36,Teen
305,1.5,Teen
267,1.29,Teen
484,2.33,Adult
617,3.02,Adult
274,1.48,Teen
231,1.22,Teen
262,1.2,Teen
472,2.31,Adult
246,1.21,Teen
131,0.72,Child
537,2.61,Adult
82,0.44,Child
294,1.45,Teen
630,3.07,Adult
276,1.43,Teen
99,0.56,Child
235,1.26,Teen
235,1.1,Teen
281,1.38,Teen
82,0.37,Child
571,2.84,Adult
138,0.64,Child
94,0.43,Child
609,3.17,Adult
122,0.55,Child
72,0.35,Child
294,1.34,Teen
561,2.71,Adult
320,1.71,Teen
614,3.02,Adult
531,2.73,Adult
111,0.63,Child
583,3.05,Adult
328,1.56,Teen
107,0.47,Child
463,2.37,Adult
575,2.79,Adult
262,1.23,Teen
464,2.38,Adult
81,0.41,Child
95,0.51,Child
249,1.13,Teen
551,2.64,Adult
321,1.48,Teen
283,1.28,Teen
101,0.56,Child
124,0.66,Child
281,1.49,Teen
248,1.19,Teen
86,0.4,Child
237,1.1,Teen
102,0.46,Child
557,2.77,Adult
139,0.75,Child
491,2.37,Adult
99,0.45,Child
131,0.62,Child
317,1.44,Teen
103,0.5,Child
297,1.47,Teen
117,0.63,Child
289,1.37,Teen
288,1.53,Teen
258,1.25,Teen
544,2.72,Adult
558,2.9,Adult
506,2.43,Adult
634,3.11,Adult
137,0.64,Child
255,1.25,Teen
91,0.42,Child
97,0.53,Child
269,1.35,Teen
307,1.38,Teen
649,3.14,Adult
293,1.32,Teen
304,1.66,Teen
608,3.19,Adult
137,0.62,Child
80,0.36,Child
474,2.28,Adult
629,3.25,Adult
626,3.23,Adult
270,1.24,Teen
499,2.38,Adult
122,0.58,Child
461,2.34,Adult
551,2.71,Adult
129,0.61,Child
139,0.74,Child
238,1.24,Teen
135,0.6,Child
113,0.52,Child
568,2.78,Adult
285,1.55,Teen
569,2.92,Adult
82,0.38,Child
95,0.45,Child
551,2.67,Adult
272,1.25,Teen
124,0.63,Child
137,0.72,Child
98,0.51,Child
644,3.3,Adult
485,2.36,Adult
276,1.35,Teen
488,2.46,Adult
134,0.58,Child
99,0.48,Child
94,0.51,Child
241,1.32,Teen
84,0.39,Child
112,0.59,Child
536,2.58,Adult
313,1.43,Teen
87,0.42,Child
266,1.25,Teen
541,2.83,Adult
570,2.93,Adult
303,1.57,Teen
536,2.78,Adult
119,0.56,Child
132,0.74,Child
133,0.7,Child
113,0.57,Child
542,2.61,Adult
100,0.57,Child
318,1.47,Teen
305,1.6,Teen
462,2.4,Adult
256,1.35,Teen
321,1.64,Teen
485,2.31,Adult
78,0.35,Child
295,1.41,Teen
533,2.64,Adult
474,2.44,Adult
307,1.55,Teen
285,1.48,Teen
123,0.57,Child
104,0.57,Child
294,1.4,Teen
115,0.64,Child
98,0.42,Child
518,2.58,Adult
610,2.95,Adult
129,0.63,Child
583,2.91,Adult
603,3.08,Adult
129,0.67,Child
457,2.28,Adult
478,2.42,Adult
493,2.49,Adult
116,0.57,Child
471,2.38,Adult
282,1.53,Teen
518,2.71,Adult
91,0.39,Child
563,2.92,Adult
275,1.42,Teen
88,0.43,Child
640,3.26,Adult
131,0.64,Child
273,1.33,Teen
128,0.69,Child
495,2.59,Adult
250,1.33,Teen
517,2.49,Adult
136,0.63,Child
237,1.21,Teen
545,2.65,Adult
602,3.14,Adult
94,0.48,Child
94,0.43,Child
295,1.42,Teen
632,3.09,Adult
93,0.45,Child
116,0.58,Child
451,2.35,Adult
107,0.59,Child
126,0.68,Child
466,2.25,Adult
286,1.31,Teen
592,2.87,Adult
552,2.86,Adult
130,0.57,Child
471,2.46,Adult
90,0.51,Child
244,1.21,Teen
621,3.14,Adult
318,1.51,Teen
327,1.75,Teen
112,0.58,Child
571,2.72,Adult
105,0.55,Child
234,1.1,Teen
620,2.98,Adult
524,2.54,Adult
98,0.47,Child
255,1.29,Teen
275,1.47,Teen
466,2.29,Adult
132,0.69,Child
268,1.26,Teen
629,3.11,Adult
92,0.51,Child
565,2.75,Adult
467,2.23,Adult
256,1.28,Teen
486,2.42,Adult
316,1.5,Teen
560,2.78,Adult
321,1.66,Teen
556,2.73,Adult
615,3.05,Adult
137,0.66,Child
138,0.74,Child
456,2.29,Adult
130,0.69,Child
547,2.63,Adult
230,1.1,Teen
233,1.17,Teen
453,2.26,Adult
70,0.36,Child
567,2.82,Adult
309,1.41,Teen
566,2.71,Adult
286,1.36,Teen
298,1.56,Teen
547,2.61,Adult
301,1.48,Teen
250,1.13,Teen
134,0.63,Child
264,1.36,Teen
115,0.55,Child
133,0.66,Child
230,1.16,Teen
262,1.22,Teen
315,1.44,Teen
287,1.58,Teen
612,2.93,Adult
559,2.7,Adult
130,0.67,Child
255,1.36,Teen
465,2.32,Adult
499,2.58,Adult
561,2.9,Adult
305,1.52,Teen
302,1.57,Teen
97,0.45,Child
107,0.52,Child
130,0.71,Child
316,1.49,Teen
595,2.94,Adult
72,0.37,Child
261,1.27,Teen
88,0.46,Child
137,0.72,Child
302,1.55,Teen
650,3.24,Adult
99,0.44,Child
106,0.48,Child
320,1.72,Teen
602,3.11,Adult
240,1.3,Teen
100,0.47,Child
603,2.97,Adult
500,2.57,Adult
296,1.55,Teen
120,0.66,Child
488,2.51,Adult
294,1.54,Teen
623,2.96,Adult
607,3.0,Adult
563,2.79,Adult
460,2.2,Adult
268,1.29,Teen
595,2.94,Adult
281,1.37,Teen
286,1.54,Teen
608,2.92,Adult
312,1.57,Teen
305,1.43,Teen
590,3.01,Adult
649,3.13,Adult
502,2.41,Adult
294,1.53,Teen
